id,category,year,rating,genre,certification,movies,degree
Catherine McCormack,actor,,,,,2,2
Warren Oates,actor,,,,,1,2
Vanessa Chong,actor,,,,,1,2
Angus Wright,actor,,,,,1,2
Jeté Laurence,actor,,,,,1,2
Oliver Reed,actor,,,,,1,2
Keith Gordon,actor,,,,,1,2
The Crossing Guard,movie,1995,6.3,"Drama, Thriller",R,,3
Domino,movie,2005,5.9,"Action, Biography, Crime",R,,3
Kit Harington,actor,,,,,1,2
Reign of the Supermen,movie,2019,6.7,"Animation, Action, Adventure",PG-13,,3
Bruce Boxleitner,actor,,,,,3,2
The Intern,movie,2015,7.1,"Comedy, Drama",PG-13,,3
Teddy Sears,actor,,,,,1,2
He Was a Quiet Man,movie,2007,6.7,"Drama, Romance, Thriller",Not Rated,,3
Men in Black 3,movie,2012,6.8,"Action, Adventure, Comedy",PG-13,,3
David Brisbin,actor,,,,,1,2
Alan Rickman,actor,,,,,2,2
Soul Surfer,movie,2011,7.0,"Biography, Drama, Family",PG,,3
"New York, New York",movie,1977,6.6,"Drama, Music, Musical",PG,,3
Mighty Joe Young,movie,1998,5.7,"Action, Adventure, Family",PG,,3
All Good Things,movie,2010,6.3,"Crime, Drama, Mystery",R,,3
Liam Aiken,actor,,,,,2,2
Tony Shalhoub,actor,,,,,1,2
Jason Behr,actor,,,,,1,2
Anna Paquin,actor,,,,,1,2
Melissa Barrera,actor,,,,,1,2
Juno Temple,actor,,,,,1,2
Brad Renfro,actor,,,,,2,2
Andrea Riseborough,actor,,,,,3,2
Borat Subsequent Moviefilm,movie,2020,6.6,Comedy,R,,3
King Arthur: Legend of the Sword,movie,2017,6.7,"Action, Adventure, Drama",PG-13,,3
Bad Times at the El Royale,movie,2018,7.1,"Crime, Drama, Mystery",R,,3
Alex Pettyfer,actor,,,,,1,2
Ashton Kutcher,actor,,,,,1,2
Greg Germann,actor,,,,,1,2
Vanessa Kirby,actor,,,,,1,2
City Island,movie,2009,7.4,"Comedy, Drama",PG-13,,3
Sylvia Sidney,actor,,,,,1,2
Lillo Brancato,actor,,,,,1,2
Esther Purves-Smith,actor,,,,,1,2
Michael Taliferro,actor,,,,,1,2
Henry Cavill,actor,,,,,4,2
Neve Campbell,actor,,,,,11,1
Vince Vaughn,actor,,,,,3,2
Nancy Allen,actor,,,,,2,2
Tau,movie,2018,5.8,"Horror, Sci-Fi, Thriller",R,,3
Christopher Walken,actor,,,,,6,2
Prime,movie,2005,6.2,"Comedy, Drama, Romance",PG-13,,3
Henry Poole Is Here,movie,2008,6.4,"Comedy, Drama",PG,,3
Kelly Macdonald,actor,,,,,3,2
Robbie Coltrane,actor,,,,,1,2
Cristina Raines,actor,,,,,1,2
Alka Amin,actor,,,,,1,2
The Witches of Eastwick,movie,1987,6.5,"Comedy, Fantasy, Horror",R,,3
Luther Adler,actor,,,,,1,2
JD Evermore,actor,,,,,1,2
Linda Hunt,actor,,,,,1,2
The Skeleton Twins,movie,2014,6.8,"Comedy, Drama, Romance",R,,3
The Nut Job,movie,2014,5.7,"Animation, Adventure, Comedy",PG,,3
Gregory Peck,actor,,,,,1,2
Justin Timberlake,actor,,,,,2,2
Jason Statham,actor,,,,,3,2
Pippa Haywood,actor,,,,,1,2
Corey Haim,actor,,,,,1,2
The Terminal,movie,2004,7.4,"Comedy, Drama, Romance",PG-13,,3
Kiefer Sutherland,actor,,,,,20,1
Darren Criss,actor,,,,,1,2
Kathryn Erbe,actor,,,,,2,1
David Spade,actor,,,,,2,2
Rebecca Romijn,actor,,,,,1,2
Pascal Rollin,actor,,,,,1,2
Christmas Inheritance,movie,2017,5.7,"Comedy, Drama, Romance",,,3
Patrick Stewart,actor,,,,,3,2
The White Tiger,movie,2021,7.1,"Crime, Drama",R,,3
She's the One,movie,1996,6.0,"Comedy, Drama, Romance",R,,3
Celia Imrie,actor,,,,,1,2
George Kennedy,actor,,,,,1,2
Multiplicity,movie,1996,6.1,"Comedy, Romance, Sci-Fi",PG-13,,3
Aubrey Plaza,actor,,,,,1,2
Bheed,movie,2023,6.7,"Drama, History",,,3
Jamie Foxx,actor,,,,,3,2
Marwan Kenzari,actor,,,,,1,2
Stephen Colbert,actor,,,,,1,2
The Lucky Ones,movie,2008,6.9,"Adventure, Comedy, Drama",R,,3
Teri Hatcher,actor,,,,,1,2
Matchstick Men,movie,2003,7.3,"Comedy, Crime, Drama",PG-13,,3
Samaire Armstrong,actor,,,,,1,2
Mank,movie,2020,6.8,"Biography, Comedy, Drama",R,,3
Takehiro Hira,actor,,,,,1,2
Cliff Curtis,actor,,,,,1,2
City Slickers II: The Legend of Curly's Gold,movie,1994,5.6,"Comedy, Western",PG-13,,3
Gone,movie,2012,5.9,"Action, Adventure, Mystery",PG-13,,3
Geena Davis,actor,,,,,4,2
Letters to Juliet,movie,2010,6.5,"Adventure, Comedy, Drama",PG,,3
Jim Cummings,actor,,,,,6,1
Beverly Garland,actor,,,,,1,2
Bette Midler,actor,,,,,3,2
Shannon Elizabeth,actor,,,,,1,2
The Long Good Friday,movie,1980,7.6,"Crime, Drama, Mystery",R,,3
Hook,movie,1991,6.8,"Adventure, Comedy, Family",PG,,3
Inception,movie,2010,8.8,"Action, Adventure, Sci-Fi",PG-13,,3
Tim Allen,actor,,,,,4,2
Kang Shin-il,actor,,,,,1,2
Mamma Mia! Here We Go Again,movie,2018,6.6,"Comedy, Musical, Romance",PG-13,,3
James Coburn,actor,,,,,1,2
Stephanie Beatriz,actor,,,,,1,2
Comet,movie,2014,6.7,"Comedy, Drama, Romance",R,,3
Boomerang,movie,1992,5.6,"Comedy, Drama, Romance",R,,3
My Sister's Keeper,movie,2009,7.3,"Drama, Family",PG-13,,3
The Fifth Element,movie,1997,7.6,"Action, Adventure, Sci-Fi",PG-13,,3
Helen Chandler,actor,,,,,1,2
Trevante Rhodes,actor,,,,,1,2
Christina Hendricks,actor,,,,,1,2
Haley Lu Richardson,actor,,,,,2,2
Ocean's Thirteen,movie,2007,6.9,"Crime, Thriller",PG-13,,3
The Prom,movie,2020,5.9,"Comedy, Drama, Musical",PG-13,,3
The Game,movie,1997,7.7,"Drama, Mystery, Thriller",R,,3
Mona Lisa,movie,1986,7.3,"Crime, Drama, Romance",R,,3
Murder Mystery,movie,2019,6.0,"Action, Comedy, Crime",PG-13,,3
Ruth Gemmell,actor,,,,,1,2
Armand Assante,actor,,,,,1,2
The Juror,movie,1996,5.7,"Crime, Drama, Thriller",R,,3
Lon Chaney,actor,,,,,1,2
Zooey Deschanel,actor,,,,,3,2
Top Gun,movie,1986,6.9,"Action, Drama",PG,,3
Kuffs,movie,1992,5.9,"Action, Comedy, Crime",PG-13,,3
Annie Corley,actor,,,,,1,2
Analyze This,movie,1999,6.7,"Comedy, Crime",R,,3
Rick Moranis,actor,,,,,2,2
Vincent D'Onofrio,actor,,,,,4,2
Dominic Purcell,actor,,,,,2,2
The Tigger Movie,movie,2000,6.3,"Animation, Adventure, Comedy",G,,3
3000 Miles to Graceland,movie,2001,5.9,"Action, Comedy, Crime",R,,3
Arachnophobia,movie,1990,6.5,"Comedy, Horror, Thriller",PG-13,,3
Cocktail,movie,1988,5.9,"Comedy, Drama, Romance",R,,3
Spencer Tracy,actor,,,,,2,2
Mr. Right,movie,2015,6.3,"Action, Comedy, Romance",R,,3
Seth Rogen,actor,,,,,3,2
Juno,movie,2007,7.5,"Comedy, Drama",PG-13,,3
Annabeth Gish,actor,,,,,2,2
Rise of the Guardians,movie,2012,7.2,"Animation, Action, Adventure",PG,,3
Chris Hemsworth,actor,,,,,2,2
Geetanjali Thapa,actor,,,,,1,1
Stephen Dillane,actor,,,,,2,2
So Ji-seob,actor,,,,,1,2
Alastair Sim,actor,,,,,1,2
Robert Armstrong,actor,,,,,1,2
The Professor and the Madman,movie,2019,7.2,"Biography, Drama, History",Not Rated,,3
Ben Barnes,actor,,,,,3,2
Top Gun: Maverick,movie,2022,8.3,"Action, Drama",PG-13,,3
Armageddon,movie,1998,6.7,"Action, Adventure, Sci-Fi",PG-13,,3
FernGully: The Last Rainforest,movie,1992,6.5,"Animation, Adventure, Family",G,,3
Eat Pray Love,movie,2010,5.8,"Biography, Drama, Romance",PG-13,,3
Pretty Woman,movie,1990,7.1,"Comedy, Romance",R,,3
Vinnie Jones,actor,,,,,1,2
Laurence Harvey,actor,,,,,2,2
Max Minghella,actor,,,,,1,2
Tim Robbins,actor,,,,,26,1
Bull Durham,movie,1988,7.1,"Comedy, Romance, Sport",R,,3
Charlotte's Web,movie,2006,6.3,"Adventure, Comedy, Family",G,,3
Edmond O'Brien,actor,,,,,1,2
Alden Ehrenreich,actor,,,,,1,2
Smart People,movie,2008,6.1,"Comedy, Drama, Romance",R,,3
Linda May,actor,,,,,1,2
Freddie Prinze Jr.,actor,,,,,3,2
Nicole Kidman,actor,,,,,19,2
The Dark Knight Rises,movie,2012,8.4,"Action, Drama, Thriller",PG-13,,3
Jan Rubes,actor,,,,,1,2
Keira Knightley,actor,,,,,4,2
Bruno Kirby,actor,,,,,1,2
Bridget Jones's Diary,movie,2001,6.8,"Comedy, Drama, Romance",R,,3
Daniel Mays,actor,,,,,1,2
Twins,movie,1988,6.1,"Comedy, Crime",PG,,3
Wristcutters: A Love Story,movie,2006,7.2,"Comedy, Drama, Fantasy",R,,3
Doubt,movie,2008,7.5,"Drama, Mystery",PG-13,,3
Dwayne Johnson,actor,,,,,4,2
Billy Crudup,actor,,,,,2,2
Hamish Linklater,actor,,,,,1,2
Lucy Hale,actor,,,,,1,2
Jesper Christensen,actor,,,,,1,2
Gabriel Macht,actor,,,,,1,2
David Kuhn,actor,,,,,1,2
Chris Pratt,actor,,,,,1,2
Alicia Van Couvering,actor,,,,,1,2
The Bucket List,movie,2007,7.4,"Adventure, Comedy, Drama",PG-13,,3
Jemaine Clement,actor,,,,,2,2
Val Kilmer,actor,,,,,8,2
The Incredible Hulk,movie,2008,6.6,"Action, Adventure, Sci-Fi",PG-13,,3
Elena Lyons,actor,,,,,1,2
Cathy Moriarty,actor,,,,,2,2
Amanda Peet,actor,,,,,1,2
Debra Messing,actor,,,,,2,2
Battle for Terra,movie,2007,6.5,"Animation, Action, Adventure",PG,,3
Antonio Mendoza,actor,,,,,1,2
Mel Blanc,actor,,,,,1,2
Fallen,movie,2016,5.2,"Drama, Fantasy, Romance",PG-13,,3
Dmitriy Dyuzhev,actor,,,,,1,2
Adolph Caesar,actor,,,,,1,2
Tchéky Karyo,actor,,,,,2,2
Lance Henriksen,actor,,,,,2,2
Addicted to Love,movie,1997,6.1,"Comedy, Romance",R,,3
Martin Sheen,actor,,,,,1,2
Dominic West,actor,,,,,3,2
Rogue Agent,movie,2022,6.4,"Drama, Thriller",,,3
Tales from the Darkside: The Movie,movie,1990,6.2,"Comedy, Fantasy, Horror",R,,3
Scott Speedman,actor,,,,,3,2
Daydream Nation,movie,2010,6.3,"Drama, Romance",R,,3
Michael Caine,actor,,,,,11,2
The Alamo,movie,2004,6.0,"Drama, History, War",PG-13,,3
Kirstie Alley,actor,,,,,2,2
Stephen Graham,actor,,,,,2,2
Alessandro Nivola,actor,,,,,2,2
Emma Roberts,actor,,,,,3,2
Takers,movie,2010,6.2,"Action, Crime, Drama",PG-13,,3
G.I. Joe: The Rise of Cobra,movie,2009,5.7,"Action, Adventure, Sci-Fi",PG-13,,3
André 3000,actor,,,,,1,2
Martin Starr,actor,,,,,1,2
Chhalaang,movie,2020,6.7,"Comedy, Drama, Sport",TV-14,,3
Ed Begley Jr.,actor,,,,,1,2
Ty Burrell,actor,,,,,1,2
You've Got Mail,movie,1998,6.7,"Comedy, Drama, Romance",PG,,3
Joe Morton,actor,,,,,1,2
Art Garfunkel,actor,,,,,1,2
All the Right Moves,movie,1983,6.0,"Drama, Romance, Sport",R,,3
Ariane,actor,,,,,1,2
Ad Astra,movie,2019,6.5,"Adventure, Drama, Mystery",PG-13,,3
How Do You Know,movie,2010,5.4,"Comedy, Drama, Romance",PG-13,,3
Jaime King,actor,,,,,1,2
Camila Morrone,actor,,,,,1,2
Betty Aberlin,actor,,,,,1,2
Clifton James,actor,,,,,1,2
Cher,actor,,,,,6,2
Carey Mulligan,actor,,,,,5,2
Whoopi Goldberg,actor,,,,,5,2
Andy Garcia,actor,,,,,20,1
The Legend of Bagger Vance,movie,2000,6.7,"Drama, Fantasy, Sport",PG-13,,3
Dead Man Walking,movie,1995,7.5,"Crime, Drama",R,,3
Ashley Judd,actor,,,,,2,2
Casey Siemaszko,actor,,,,,1,2
Jill Wagner,actor,,,,,1,2
American Made,movie,2017,7.1,"Action, Comedy, Crime",R,,3
Henry Golding,actor,,,,,1,2
Linda Emond,actor,,,,,1,2
Kelly McGillis,actor,,,,,2,2
Jennifer Garner,actor,,,,,3,2
Trespass,movie,2011,5.3,"Crime, Drama, Thriller",R,,3
Cop Car,movie,2015,6.3,"Crime, Thriller",R,,1
Ruth Nelson,actor,,,,,1,2
Harry Morgan,actor,,,,,1,2
Frankenstein,movie,1994,6.3,"Drama, Horror, Romance",R,,3
Lana Turner,actor,,,,,1,2
Stockard Channing,actor,,,,,1,2
Self/less,movie,2015,6.5,"Action, Mystery, Sci-Fi",PG-13,,3
Dumplin',movie,2018,6.5,"Comedy, Drama",PG-13,,3
Annie Rose Buckley,actor,,,,,1,2
Joseph Fiennes,actor,,,,,1,2
Steven Keats,actor,,,,,1,2
Morgan Freeman,actor,,,,,16,2
Nicole Ari Parker,actor,,,,,1,2
K.K. Raina,actor,,,,,1,2
A Guide to Recognizing Your Saints,movie,2006,6.9,"Crime, Drama",R,,3
A Dog's Journey,movie,2019,7.4,"Adventure, Comedy, Drama",PG,,3
Shea Whigham,actor,,,,,6,1
Tova Stewart,actor,,,,,1,2
Jason Isaacs,actor,,,,,2,2
Roselyn Sanchez,actor,,,,,1,2
Frailty,movie,2001,7.2,"Crime, Drama, Thriller",R,,3
No Hard Feelings,movie,2023,6.4,"Comedy, Romance",R,,3
Amistad,movie,1997,7.3,"Biography, Drama, History",R,,3
Morgan Lily,actor,,,,,1,2
Elle Macpherson,actor,,,,,1,2
Maury Chaykin,actor,,,,,1,2
The Life and Death of Peter Sellers,movie,2004,6.9,"Biography, Comedy, Drama",TV-MA,,3
Smurfs: The Lost Village,movie,2017,6.0,"Animation, Adventure, Comedy",PG,,3
Anjali Patil,actor,,,,,1,2
Chloe,movie,2009,6.3,"Drama, Mystery, Thriller",R,,3
Hong Chau,actor,,,,,1,2
Bill Hader,actor,,,,,3,2
Tara Ellis,actor,,,,,1,2
Oprah Winfrey,actor,,,,,1,2
The Last Samurai,movie,2003,7.8,"Action, Drama",R,,3
Wanderlust,movie,2012,5.6,"Comedy, Romance",R,,3
Daniel Betts,actor,,,,,1,2
Sarah Habel,actor,,,,,1,2
Elizabeth Peña,actor,,,,,1,2
Gina Carano,actor,,,,,1,2
Nothing to Lose,movie,1997,6.7,"Action, Adventure, Comedy",R,,3
Olga Kurylenko,actor,,,,,3,2
The Fan,movie,1996,5.9,"Action, Drama, Sport",R,,3
Brian Tyree Henry,actor,,,,,2,2
Joely Richardson,actor,,,,,2,2
Brady Corbet,actor,,,,,1,2
T. Ryder Smith,actor,,,,,1,2
Where the Truth Lies,movie,2005,6.4,"Crime, Mystery, Thriller",R,,1
David Margulies,actor,,,,,1,2
Johnny Depp,actor,,,,,4,2
The Queen,movie,2006,7.3,"Biography, Drama",PG-13,,3
James Cagney,actor,,,,,1,2
Moonstruck,movie,1987,7.1,"Comedy, Drama, Romance",PG,,3
Johnny Handsome,movie,1989,6.1,"Crime, Drama, Thriller",R,,3
Fisher Stevens,actor,,,,,1,2
Barbra Streisand,actor,,,,,1,2
Rachel Ward,actor,,,,,1,2
Rock of Ages,movie,2012,5.9,"Comedy, Drama, Musical",PG-13,,3
Travis Johnson,actor,,,,,1,2
Kelly Reilly,actor,,,,,2,2
Dakota Fanning,actor,,,,,4,2
Eric Winter,actor,,,,,1,2
Michael Kitchen,actor,,,,,1,2
Jessica Sula,actor,,,,,1,2
My Best Friend's Girl,movie,2008,5.8,"Comedy, Romance",R,,3
Cindy Morgan,actor,,,,,1,2
10 Cloverfield Lane,movie,2016,7.2,"Drama, Horror, Mystery",PG-13,,3
Nightcrawler,movie,2014,7.8,"Crime, Drama, Thriller",R,,3
Beverly Todd,actor,,,,,1,2
Jill Hennessy,actor,,,,,1,2
Kim Basinger,actor,,,,,7,2
Emily Mortimer,actor,,,,,3,2
Annabelle Wallis,actor,,,,,1,2
Girl with a Pearl Earring,movie,2003,6.9,"Biography, Drama, Romance",PG-13,,3
Grace of Monaco,movie,2014,5.7,"Biography, Drama, Romance",Not Rated,,3
Steven Weber,actor,,,,,1,2
The Addams Family,movie,2019,5.8,"Animation, Comedy, Family",PG,,3
The Croods: A New Age,movie,2020,6.9,"Animation, Adventure, Comedy",PG,,3
Cruel Intentions,movie,1999,6.8,"Drama, Romance",R,,3
Free Guy,movie,2021,7.1,"Action, Adventure, Comedy",PG-13,,3
Thunderbolt and Lightfoot,movie,1974,7.0,"Action, Comedy, Crime",R,,3
Three Men and a Baby,movie,1987,6.1,"Comedy, Drama, Family",PG,,3
James Gandolfini,actor,,,,,2,2
Aníta Briem,actor,,,,,1,2
The Player,movie,1992,7.5,"Comedy, Crime, Drama",R,,3
Caleb Landry Jones,actor,,,,,2,2
Paulo Costanzo,actor,,,,,1,2
Hector Elizondo,actor,,,,,1,2
Ghosts of Mississippi,movie,1996,6.7,"Drama, History",PG-13,,3
Peter O'Toole,actor,,,,,2,2
Sung Kang,actor,,,,,1,2
Louis Gossett Jr.,actor,,,,,1,2
Hope Davis,actor,,,,,3,2
Ralph Richardson,actor,,,,,1,2
Aidan Quinn,actor,,,,,4,2
C.H. Evans,actor,,,,,1,2
Milla Jovovich,actor,,,,,4,2
Dreamscape,movie,1984,6.3,"Action, Adventure, Horror",PG-13,,3
Pinocchio,movie,2022,5.1,"Adventure, Comedy, Drama",PG,,3
Bullets Over Broadway,movie,1994,7.4,"Comedy, Crime",R,,3
Frank Reicher,actor,,,,,1,2
Rex Allen,actor,,,,,1,2
Geoffrey Lewis,actor,,,,,1,2
Sarah Wright,actor,,,,,1,2
Ricki and the Flash,movie,2015,6.0,"Comedy, Drama, Music",PG-13,,3
John Cazale,actor,,,,,1,2
Frank Langella,actor,,,,,14,1
Marisa Abela,actor,,,,,1,2
Seeking True Love,movie,2017,7.5,"Comedy, Romance",Not Rated,,3
The Voices,movie,2014,6.3,"Comedy, Crime, Horror",R,,3
Abhishek Bachchan,actor,,,,,1,2
The Bonfire of the Vanities,movie,1990,5.6,"Comedy, Drama, Romance",R,,3
Sara Foster,actor,,,,,1,2
Becoming Jane,movie,2007,7.0,"Biography, Drama, Romance",PG,,3
Donald Faison,actor,,,,,1,2
Kevin Costner,actor,,,,,13,2
Dead Again,movie,1991,6.8,"Crime, Drama, Mystery",R,,3
Marley Shelton,actor,,,,,2,2
Toy Story 4,movie,2019,7.7,"Animation, Adventure, Comedy",G,,3
Tom Astor,actor,,,,,1,2
Kris Kristofferson,actor,,,,,1,2
Francesca Bertini,actor,,,,,1,2
Single White Female,movie,1992,6.4,"Drama, Mystery, Thriller",R,,3
Robert Stack,actor,,,,,2,2
Pankaj Kapur,actor,,,,,1,2
Bernard-Pierre Donnadieu,actor,,,,,1,2
Nikita Hopkins,actor,,,,,1,2
Paula Patton,actor,,,,,3,2
The Devil's Own,movie,1997,6.2,"Action, Crime, Drama",R,,3
Stephen Tobolowsky,actor,,,,,3,2
Kim Dickens,actor,,,,,3,1
Christian Bale,actor,,,,,4,2
Dina Meyer,actor,,,,,2,2
The Adam Project,movie,2022,6.7,"Action, Adventure, Comedy",PG-13,,3
Lari White,actor,,,,,1,2
Ashley Olsen,actor,,,,,1,2
Awkwafina,actor,,,,,1,2
Dying Young,movie,1991,6.0,"Drama, Romance",R,,3
Bicentennial Man,movie,1999,6.9,"Drama, Romance, Sci-Fi",PG,,3
Toby Kebbell,actor,,,,,1,2
Charlie Day,actor,,,,,1,2
Streets of Fire,movie,1984,6.7,"Action, Crime, Drama",PG,,3
Jennifer Carpenter,actor,,,,,1,2
Zathura: A Space Adventure,movie,2005,6.2,"Action, Adventure, Comedy",PG,,3
Shaadi Mein Zaroor Aana,movie,2017,7.5,"Drama, Romance",,,3
You Should Have Left,movie,2020,5.4,"Horror, Thriller",R,,1
Christina Applegate,actor,,,,,4,2
Henry Ian Cusick,actor,,,,,1,2
Melancholia,movie,2011,7.1,"Drama, Sci-Fi",R,,3
September,movie,1987,6.5,Drama,PG,,3
Joe Alwyn,actor,,,,,1,2
Pat Morita,actor,,,,,1,2
Assassin's Creed,movie,2016,5.6,"Action, Adventure, Sci-Fi",PG-13,,3
Tara Reid,actor,,,,,1,2
Bedazzled,movie,2000,6.1,"Comedy, Fantasy",PG-13,,3
Dylan Baker,actor,,,,,1,2
Long Shot,movie,2019,6.8,"Comedy, Romance",R,,3
Liev Schreiber,actor,,,,,4,2
Hide and Seek,movie,2005,5.9,"Horror, Mystery",R,,3
Chris Brown,actor,,,,,1,2
Macbeth,movie,2015,6.6,"Drama, History, War",R,,3
The Addams Family 2,movie,2021,5.4,"Animation, Adventure, Comedy",PG,,3
Madeleine Stowe,actor,,,,,4,2
Bryan Larkin,actor,,,,,1,2
Charlie Wilson's War,movie,2007,7.0,"Biography, Comedy, Drama",R,,3
Richard Masur,actor,,,,,1,2
Aditya Srivastav,actor,,,,,1,2
The Mission,movie,1986,7.4,"Adventure, Drama, History",PG,,3
Nancy Travis,actor,,,,,4,2
Franklyn Seales,actor,,,,,1,2
The Departed,movie,2006,8.5,"Crime, Drama, Thriller",R,,3
Masters of the Universe,movie,1987,5.3,"Action, Adventure, Fantasy",PG,,3
Lolita,movie,1997,6.8,"Drama, Romance",R,,3
Joe Cole,actor,,,,,1,2
Bringing Out the Dead,movie,1999,6.8,"Drama, Thriller",R,,3
Charlie Hunnam,actor,,,,,3,2
Jordi Mollà,actor,,,,,1,2
Next Day Air,movie,2009,5.7,"Action, Comedy, Crime",R,,3
Polly Bergen,actor,,,,,1,2
Sleepless in Seattle,movie,1993,6.8,"Comedy, Drama, Romance",PG,,3
Bullet to the Head,movie,2012,5.7,"Action, Crime, Thriller",R,,3
Rio 2,movie,2014,6.3,"Animation, Adventure, Comedy",G,,3
Jared Harris,actor,,,,,1,2
Lee Evans,actor,,,,,1,2
Hardball,movie,2001,6.4,"Comedy, Drama, Sport",PG-13,,3
Horrible Bosses 2,movie,2014,6.3,"Comedy, Crime",R,,3
Les Misérables,movie,1998,7.4,"Crime, Drama, Romance",PG-13,,3
Jaden Smith,actor,,,,,1,2
Sergio Albelli,actor,,,,,1,2
Welcome to Collinwood,movie,2002,6.3,"Comedy, Crime",R,,3
Rip Torn,actor,,,,,1,2
Lena Cardwell,actor,,,,,1,2
Toy Story,movie,1995,8.3,"Animation, Adventure, Comedy",G,,3
Paul Sanchez,actor,,,,,1,2
Jack Palance,actor,,,,,2,2
Mary Philbin,actor,,,,,1,2
Small Soldiers,movie,1998,6.2,"Action, Adventure, Comedy",PG-13,,3
Roxana Ortega,actor,,,,,1,2
Helmut Qualtinger,actor,,,,,1,2
Wood Harris,actor,,,,,1,2
Emma Stone,actor,,,,,6,2
Deepika Padukone,actor,,,,,1,2
Club Dread,movie,2004,5.6,"Comedy, Horror, Mystery",R,,3
Seven Years in Tibet,movie,1997,7.1,"Adventure, Biography, Drama",PG-13,,3
Alec Guinness,actor,,,,,1,2
Joe Viterelli,actor,,,,,1,2
Lou Taylor Pucci,actor,,,,,1,2
Caitlin Carmichael,actor,,,,,1,2
Ryan O'Neal,actor,,,,,1,2
Victoria Hill,actor,,,,,1,2
Emma Thompson,actor,,,,,4,2
Robert Forster,actor,,,,,2,2
Sicario,movie,2015,7.7,"Action, Crime, Drama",R,,3
Charles Ruggles,actor,,,,,1,2
Lora Martinez-Cunningham,actor,,,,,1,2
Meagan Good,actor,,,,,1,2
Sydney Pollack,actor,,,,,1,2
Wyatt Earp,movie,1994,6.7,"Action, Adventure, Biography",PG-13,,3
Jason Schwartzman,actor,,,,,2,2
The Railway Man,movie,2013,7.1,"Biography, Drama, Romance",R,,3
Legally Blonde,movie,2001,6.4,"Comedy, Romance",PG-13,,3
Simon Fenton,actor,,,,,1,2
Miguel Ferrer,actor,,,,,1,2
Regina Hall,actor,,,,,1,2
Joseph Mawle,actor,,,,,1,2
Adarsh Gourav,actor,,,,,1,2
Mark Margolis,actor,,,,,1,2
Moira Kelly,actor,,,,,1,2
Nathan Fillion,actor,,,,,1,2
The Meg,movie,2018,5.6,"Action, Horror, Sci-Fi",PG-13,,3
The Jungle Book 2,movie,2003,5.3,"Animation, Adventure, Comedy",G,,3
Prizzi's Honor,movie,1985,6.7,"Comedy, Crime, Drama",R,,3
Jason Sudeikis,actor,,,,,3,2
Debbie Reynolds,actor,,,,,1,2
Rory Culkin,actor,,,,,1,2
The Wrestler,movie,2008,7.9,"Drama, Sport",R,,3
Martin Short,actor,,,,,2,2
Hal Holbrook,actor,,,,,1,2
The Flintstones,movie,1994,5.0,"Comedy, Family, Fantasy",PG,,3
Jeff Cohen,actor,,,,,1,2
Goodfellas,movie,1990,8.7,"Biography, Crime, Drama",R,,3
Jake Johnson,actor,,,,,1,2
Bryan Greenberg,actor,,,,,1,2
Ticket to Paradise,movie,2022,6.1,"Comedy, Romance",PG-13,,3
Jean Smart,actor,,,,,2,2
Natasha Richardson,actor,,,,,2,2
Fatima Sana Shaikh,actor,,,,,1,2
David Strathairn,actor,,,,,11,1
Choke,movie,2008,6.4,"Comedy, Drama",R,,3
Issa Perica,actor,,,,,1,2
Paul Freeman,actor,,,,,1,2
The Hudsucker Proxy,movie,1994,7.2,"Comedy, Drama, Fantasy",PG,,3
Alex Karras,actor,,,,,1,2
Gambit,movie,2012,5.7,"Comedy, Crime",PG-13,,3
Coyote Ugly,movie,2000,5.7,"Comedy, Drama, Music",PG-13,,3
Isaiah Washington,actor,,,,,1,2
Under the Tuscan Sun,movie,2003,6.7,"Comedy, Drama, Romance",PG-13,,3
Raymond J. Barry,actor,,,,,2,2
Walter Matthau,actor,,,,,2,2
Roberta Maxwell,actor,,,,,1,2
The Hitchhiker's Guide to the Galaxy,movie,2005,6.7,"Adventure, Comedy, Sci-Fi",PG,,3
Selma Blair,actor,,,,,2,2
Liz Olin,actor,,,,,1,2
Akhil Iyer,actor,,,,,1,2
Nick Searcy,actor,,,,,1,2
Kagiso Kuypers,actor,,,,,1,2
Immortal Beloved,movie,1994,7.4,"Biography, Drama, Music",R,,3
Meeting Evil,movie,2012,5.3,"Crime, Drama, Mystery",R,,3
Howard E. Rollins Jr.,actor,,,,,2,2
Joel Edgerton,actor,,,,,2,2
Polly Walker,actor,,,,,1,2
Curve,movie,2015,5.4,"Horror, Thriller",R,,3
The Green Mile,movie,1999,8.6,"Crime, Drama, Fantasy",R,,3
Young Guns II,movie,1990,6.5,"Action, Drama, Western",PG-13,,3
Sacha Baron Cohen,actor,,,,,1,2
Irene Miracle,actor,,,,,1,2
Freaky Deaky,movie,2012,5.7,"Comedy, Crime, Thriller",R,,3
Daisy Head,actor,,,,,1,2
Judy Parfitt,actor,,,,,1,2
Money Monster,movie,2016,6.5,"Action, Crime, Drama",R,,3
Colin Clive,actor,,,,,1,2
Hugh Jackman,actor,,,,,5,2
Chris Penn,actor,,,,,1,2
A Single Man,movie,2009,7.5,"Crime, Drama, Romance",R,,3
Diana Penty,actor,,,,,1,2
Kelly Asbury,actor,,,,,1,2
Amit Sadh,actor,,,,,1,2
Thunderheart,movie,1992,6.8,"Crime, Mystery, Thriller",R,,3
Nathaniel Parker,actor,,,,,1,2
Gnomeo & Juliet,movie,2011,5.9,"Animation, Adventure, Comedy",G,,3
